ID,updated_at,Vendor,Title,Type,Variant Price,Variant Compare Price,Variant Barcode,custom.mini_description,custom.moyenne_description,custom.utilisation,custom.taille,custom.ingredients,custom.routine,custom.info_bestseller,custom.info_cruelty_free,custom.info_vegan,custom.info_clean_beauty,custom.tout_type,custom.peau_grasse,custom.peau_mature,custom.peau_seche,custom.peau_sensible,custom.peau_acneique,custom.periode_mois,custom.texte_recyclage,Product ID,Variant ID
9787390067029.0,2025-07-17T14:10:29+02:00,JKOSMEC,All Bright Green Tea And Bha Peeling Gel,P,13.9,,8809540517106,"Gel exfoliant pour les peaux aux pores obstrués, à la texture irrégulière","Gel exfoliant de la gamme All Bright de JKosmec, formulé avec du BHA et de l'extrait de thé vert pour éliminer les cellules mortes sans agresser la peau.","Après avoir effectué un double nettoyage, sécher délicatement la peau à l’aide d’une serviette en tapotant, puis appliquer le produit sur peau sèche. Laisser agir le produit quelques minutes, puis masser sur la peau avec des mouvements circulaires ascendants. À ce moment-là, les microparticules de cellulose commenceront à agir, formant de petits filaments.
Après avoir travaillé le produit sur tout le visage, rincer abondamment à l'eau pour éliminer complètement le produit.
",180ml,"Aqua, Cellulose, Alcohol, Propylene Glycol, Carbomer, Phenoxyethanol, Parfum, Polysorbate 80, Disodium EDTA, Benzophenone-9, Cetrimonium Chloride, Butylene Glycol, Camellia Sinensis Leaf Extract, Salicylic Acid, Dipropylene Glycol, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, CI 19140, CI 42090",3,,,True,,True,,,,,,,,,
9717158805845.0,2025-07-17T14:15:34+02:00,FARMSTAY,Real Essence - Real Sheabutter,P,2.9,,8809809800048,"Masque hydratant, nourrissant au beurre de karaté","Ces masques infusés d'essences nourrissantes offrent à votre peau une hydratation et une revitalisation en profondeur, selon ses besoins spécifiques.","Appliquez sur le visage propre, laissez agir pendant 10 à 15 minutes, puis retirez-le pour révéler une peau visiblement améliorée et revitalisée.",23 ml,"
Major Ingredients
Water, glycerin, Methylpropanediol, Lavandula Angustifolia (Lavender) Flower Extract, Borago Officinalis Extract, Centaurea Cyanus Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Butyrospermum Parkii (Shea) Butter Extract(1,000ppm), Butylene Glycol, Carbomer, Triethanolamine, Polysorbate 20, Ethylhexylglycerin, Disodium EDTA, Phenoxyethanol, Fragrance",5,,,,,True,,,,,,,,,
9845079966037.0,2025-07-17T14:15:44+02:00,BIODANCE,Hydro Cera-nol Ampoule,P,34.95,49.9,8809937360346,Ampoule qui renforce et répare votre peau de manière optimale,Ampoule concentrée combine le pouvoir des céramides hydratants et du panthénol pour renforcer et réparer votre peau de manière optimale.,"Pressez la pipette pour absorber le sérum.
Appliquez quelques gouttes sur votre visage et massez jusqu'à absorption complète.",50 ml,"Purified water, propanediol, glycerin, panthenol, butylene glycol, niacinamide, 1,2-hexanediol, pentylene glycol, vinyl dimethicone, caprylic/capric triglyceride, sodium polyacrylic acid. Ildimethyl taurate, cetearyl olivate, sorbitan olivate, diphenylsiloxyphenyl trimethicone, ammonium polyacryloyldimethyl taurate, xanthan gum, ethylhexylglycerin, octyldodecanol, adenosine, Sodium EDTA, citric acid, allantoin, Echium plantagineum seed oil, t-butyl alcohol, hydrogenated lecithin, cetearyl alcohol, stearic acid, perilla seed extract, balloon vine flower/leaf/vine extract, Unsaponifiable sunflower seed oil, tocopherol, phytosphingosine, cholesterol, Ceramide NP, Ceramide NS, Ceramide AP, Ceramide AS, Ceramide EOP, Sodium Hyaluronate, Hydroxypropyl Trimonium Hyaluronate, Sodium Acetylate Tid Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate",7,,True,,,True,,,,,,,,,
9902128726357.0,2025-07-17T14:15:48+02:00,SOME BY MI,Real Care mask Vitamin Brightening,P,2.9,,8809647391456,Masque qui aide à éclaircir les taches brunes et les imperfections tout en donnant à la peau un teint éclatant,Un masque infusé d'antioxydants et de vitamine C qui aidera à éclaircir les taches brunes et les imperfections tout en donnant à la peau fatiguée un teint éclatant. Il contient de véritables vitamines pour rajeunir les peaux fatiguées.,"Après le nettoyage, utilise un tonique pour lisser ton grain de peau. Pose le masque en l'ajustant à ton visage.
Repose-toi pendant environ 10 à 20 minutes puis retire le masque. Tapote l'essence restante sur ta peau pour la faire pénétrer.",20 gr,"Water, Glycerin, Propanediol, Dipropylene Glycol, Dipotassium Glycyrrhizate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyglyceryl-10 Laurate, Tromethamine, Allantoin, Butylene Glycol, Coptis Japonica Root Extract, Sodium Polyacrylate, Hydroxyacetophenone, Caprylyl Glycol, Ascorbic Acid, Ethylhexylglycerin, Tocopherol, Disodium EDTA, Fragrance",5,,,True,,True,,,,,,,,,
9732485611861.0,2025-07-17T14:30:30+02:00,COSRX,Master Patch Basic,P,10.9,,8809598453784,Patch anti-acnée,"Traitement en douceur localisé pour soigner les éruptions cutanées indésirables. Master Patch Basic est efficace contre tous les types d’acné et tous les types de peaux.
100 % hydrocolloïde de qualité adapté à tous les types de peau.","Lave-toi soigneusement le visage avec un produit nettoyant.
Colle le patch sur ta peau sèche avant de procéder à tes soins.
Au bout de 8 à 10 heures, le patch deviendra blanc après avoir absorbé le pus et les impuretés.
Lorsqu'il devient blanc, enlève-le délicatement. Remplace-le ensuite par un nouveau.",36 pièces,"Gomme de cellulose, Poly(C6-20 Oléfine) Hydrogénée, Polyisobutène, Copolymère Styrène/Isoprène.",,,,,,,,,,,True,,,,
9816746262869.0,2025-07-17T14:30:35+02:00,SKIN 1004,Twin Pack - Madagascar Centella Hyalu-Cica Water-Fit Sun Serum,P,31.9,,8809913830122,Sérum solaire,"Avec son indice de protection SPF 50+ PA++++, ce sérum solaire protège la peau tout en lui apportant une hydratation apaisante grâce à l'acide hyaluronique et à l'extrait de centella asiatica.","Appliquez une quantité appropriée de produit uniformément sur les zones exposées à la lumière directe du soleil, en dernière étape de votre routine de soin. Profitez d'une protection solaire efficace et d'une hydratation apaisante avec le sérum solaire bio Madagascar Centella Hyalu-Cica Water-fit SPF 50+ PA++++ de SKIN1004.",50 ml x 2,"Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Niacinamide, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerine, 1,2-Hexanediol, Butylene Glycol, Centella Asiatica Extract(9800PPM), Betula Alba Bark/Leaf Extract, Ginkgo Biloba Leaf Extract, Camellia Sinensis Leaf Extract, Triticum Vulgare Sprout Extract, Medicago Sativa Leaf Extract, Brassica Oleracea Italica Sprout Extract, Eruca Sativa Leaf Extract, Camellia Japonica Leaf Extract, Sodium Hyaluronate(10PPM), Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Adenosine, Xanthan Gum, t-Butyl Alcohol, Tocopherol, Hydrolyzed Hyaluronic Acid(1PPM), Inositol, Hyaluronic Acid(0.01PPM), Pentylene Glycol, Ethylhexylglycerin",10,,,,,True,,,,,,,,,
9843366166869.0,2025-07-17T14:40:49+02:00,KWAILNARA,Milk Body Lotion - Strawberry Milk,P,15.9,,8803348046226,Lotion qui contient de l'extrait de fraise qui hydrate la peau,Cette lotion corporelle hydrate la peau grâce à divers ingrédients d'origine naturelle. Contient de l'extrait de fraise qui hydrate la peau.,"Après avoir bien séché le corps après la douche, appliquez une quantité appropriée sur la peau et massez délicatement sur l'ensemble du corps de manière uniforme.",560 gr,"Purified Water, Mineral Oil, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Dimethicone, Cetearyl Alcohol, Arachidyl Alcohol, Sorbitan Sesquioleate, Behenyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Stearyl Alcohol, Carbomer, Arachidyl Glucoside, Malt Extract, Potassium Hydroxide, Xanthan Gum, Panthenol, Myristyl Alcohol, Lauryl Alcohol, Honey Extract, Caffeine, Maltodextrin, Glucose, Hydroxyethylcellulose, Coffea Arabica Seed Extract, Milk Protein Extract, Propolis Extract, 1,2-Hexanediol, Disodium EDTA, Phenoxyethanol, Chlorphenesin, Caprylyl Glycol, Ethylhexylglycerin, Fragrance",,,,,,True,,,,,,,,,
9761927102805.0,2025-07-17T14:50:33+02:00,MIZON,Collagen Milky Peeling Scrub,P,23.75,33.9,8809663754211,Gommage monodose pour une peau revitalisée et plus hydratée,Gommage monodose pour une peau revitalisée et plus hydratée.,Appliquer le produit sur une peau préalablement humidifiée et masser délicatement en effectuant des mouvements circulaires. Rincer abondamment à l’eau tiède.*Nous recommandons de le combiner avec un produit hautement hydratant dans le cadre de la même routine.,40 pieces,"Water, Sodium Bicarbonate, Glycerin, Silica, 1, 2-Hexanediol, Microcrystalline Cellulose, Cellulose, Cellulose Gum, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Butylene Glycol, Menthol, Milk Protein Extract, Hydrolyzed Collagen, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Tripeptide-1, Tripeptide-2, Tripeptide-3, Acetyl Octapeptide-3",3,,,,,True,True,True,,,,,,,
9845089534293.0,2025-07-17T14:50:39+02:00,BIODANCE,Pore Tightening Collagen Ampoule,P,34.95,49.9,8809937360322,Ampoule spécialement conçue pour réduire la visibilité des pores,Cette ampoule puissante est spécialement conçue pour réduire la visibilité des pores et donner à votre peau un aspect doux et soyeux.,Appliquez cette ampoule quotidiennement après avoir nettoyé et tonifié votre peau. Utilisez quelques gouttes et massez doucement avec des mouvements ascendants pour des résultats optimaux.,50 ml,"Water, Glycerin, Propan ediol, Panthenol, 1,2-Hexanediol, Niacinamide, Sodium Polyacryloyldimethyl Tau rate, Butylene Glycol, Allantoin, Polygly ceryl-10 Laurate, Collagen Extract, Ethyl hexylglycerin, Hydrolyzed Hyaluronic Acid, Xanthan Gum, Sodium Polyacrylate, Ade nosine, Polyquaternium-51, Disodium EDTA, Caprylyl Glycol, Alginic Acid, Silanetriol, Pal mitoyl Tripeptide-5, Sodium Hyaluronate, Soluble Elastin, Hydrolyzed Elastin, Elastin, Hydroxypropyltrimonium Hyaluronate, Toco pherol, Sodium Acetylated Hyaluronate, Hya luronic Acid, Hydrolyzed Sodium Hyaluro nate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate",7,,True,,,True,,,,,,,,,
9717158445397.0,2025-07-17T15:00:52+02:00,ETUDE,Air Mask - Pearl,P,2.9,,8809820699263,Masque tissu éclat avec effet revitalisant,"Le masque en tissu ETUDE 0.2 Therapy Air Mask Pearl hydrate et illumine la peau, tout en offrant un soin apaisant et relaxant grâce à son tissu ultra-doux.",Retirez délicatement le masque de son emballage et mettez-le sur le visage préalablement lavé. Laissez agir pendant la période indiquée sur l’emballage. Puis décollez délicatement le masque. Massez légèrement le sérum qui ne s’est pas imbibé dans la peau ou essuyez-le avec un tampon démaquillant.,20 ml,"acide hyaluronique, Huile de Tea Tree, céramides, niacinamide, romarin, gingembre",5,True,,True,,True,,,,,,,,,
9717166408021.0,2025-07-17T15:00:52+02:00,ROMAND,Better Than Palette - 03 Rosebud Garden,M,26.9,,8809625243111,Palette fards à paupières 10 teintes,"Ces palettes sont parfaites pour celles qui cherchent à varier les looks tout au long de l'année, avec des couleurs qui s’adaptent à chaque saison tout en ajoutant une touche de nature et de fraîcheur à votre routine beauté.","Pour un look naturel, appliquez un fard mat léger sur toute la paupière et ajoutez une touche de paillettes au coin interne de l'œil pour illuminer le regard.
Pour un look plus intense, utilisez les fards pailletés sur toute la paupière mobile, et les teintes plus foncées dans le creux de la paupière pour un effet de profondeur.
Mélangez plusieurs teintes pour obtenir une transition parfaite entre les différentes couleurs et créer des looks personnalisés pour chaque saison.",10 Teintes,"Titanium Dioxide (CI 77891), Nylon-12, Magnesium Myristate, Propanediol, Mica (CI 77019), Methylpropanediol, Carmine (CI 75470), Silica, Magnesium Stearate, Octyldodecyl Stearoyl Stearate, Triethoxycaprylylsilane, Phenyl Trimethicone, Diisostearyl Malate, Water, Water [H - Mildy Wood] Mica (CI 77019), Sorbitan Olivate, Water [B - Rosy Glow] Calcium Aluminum Borosilicate, Water [H - Cool Bay] Talc, Water [E - Earthy Glam] Polybutylene Terephthalate, Polyglyceryl-2 Triisostearate, Diglyceryl Sebacate/Isopalmitate, Yellow 5 Lake (CI 19140), Water [I - Mauve Silhouette] Talc, Iron Oxide Yellow (CI 77492) [B - Glaring Sun] Polybutylene Terephthalate, Water [G - Soft Dream] Talc, Polymethylsilsesquioxane, Food Yellow 3 (CI 15985), [F - Cotton Beige] Talc, [A - Dew Drop] Polybutylene Terephthalate, Water [J - Soft Black] Iron Oxide Black (CI 77499), Water [G - Fog Hugging] Talc, Water [D - Purple Dust] Talc, Synthetic Fluorphlogopite, Polyurethane-11, Propylene Carbonate, Aluminum Distearate, Water [D - Burny Brown] Talc, Polyethylene Terephthalate, Iron Oxide Black (CI 77499), Water [I - Maroon Brown] Talc, Water [D - Shining Rose] Polybutylene Terephthalate, Hydrogenated Castor Oil Isostearate, Aluminum Powder (CI 77000), Water [F - Shine Dew] Dimethicone, Water [F - Skin Bud] Talc, Water [F - Dry Grey] Talc, Water [B - Sparkling Petal] Polybutylene Terephthalate, [A - Glam Star] Polybutylene Terephthalate, Lauroyl Lysine, Trimethylsiloxysilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Yellow 6 Lake (CI 15985) [B - Pale Brie] Talc, Water [H - Mood Rose] Talc, Aluminum Hydroxide, Sunset Yellow FCF (CI 15985), Water [F - Champagne Flow] Calcium Titanium Borosilicate, Acid Yellow 23 Aluminum Lake (CI 19140:1), Isododecane, Water [E - Chocolate Mud] Talc, Methicone, Glycerin, Water [C - Peony Blush] Talc, Ferric Ferrocyanide (CI 77510), Polysorbate 20, Water [I - Soft Mauve] Talc, Phenoxyethanol, Pigment Red 57:1 (CI 15850:1), Ferric Ammonium Ferrocyanide (CI 77510), Calcium Titanium Borosilicate, Water [J - Deep Mahogany] Talc, Macadamia Ternifolia Seed Oil, Water [G - Glory Ivory] Polybutylene Terephthalate, Water [B - Soft Beige] Talc, Ethylene/VA Copolymer, Boron Nitride, Ultramarines (CI 77007), Water [G - Bud Beige] Talc, Water [E - Purple Fantasy] Polybutylene Terephthalate, Water [E - Orchid Night] Talc, Ultramarines, Water [C - Glazed Gold] Calcium Titanium Borosilicate, Acid Yellow 23 (CI 19140), Tocopherol [G - Shade Beige] Talc, Polybutylene Terephthalate, Maltodextrin, Iron Oxide Yellow (CI 77492) [D - Coral Day] Talc, Water [C - Sunshine Pink] Dimethicone, Tin Oxide (CI 77861), Water [J - Deep Brownie] Talc, Ethylene/Propylene Copolymer, Water [B - Skin Ash] Talc, Disteardimonium Hectorite, Water [H - Goldish Tear] Isododecane, Pentylene Glycol, Water [H - Dusty Grey] Talc, Water [D - Bubble Pink] Talc, Silver (CI 77820), Hydrogenated Polydecene, Water [J - Solid Brown] Talc, Acrylates Copolymer, Sodium Dehydroacetate, Water [H - Mellow Coral] Talc, Neopentyl Glycol Diethylhexanoate, Dimethiconol Stearate, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Iron Oxides (CI 77491), Methicone [F - Skin Beige] Talc, Water [E - Redish Soil] Talc, Iron Oxides (CI 77499), Ethylhexylglycerin, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Isostearyl Neopentanoate, [A - Dazzle Honey] Dimethicone, Sorbitan Stearate, Calcium Sodium Borosilicate, Water [I - Mood Brown] Talc, Water [E - Dusty Land] Talc, [A - Glitter Peak] Polybutylene Terephthalate, Blue 1 Lake (CI 42090), Isohexadecane, DipentaerythritylcHexahydroxystearate/Hexastearate/Hexarosinate, Methyl Methacrylate Crosspolymer, Manganese Violet (CI 77742), Water [H - Nudy Grey] Talc, Water [C - Shining Pampas] Dimethicone, Kaolin, Phenylpropyldimethylsiloxysilicate, Diphenylsiloxy Phenyl Trimethicone, Sorbitan Oleate, Potassium Sorbate, Magnesium Aluminum Silicate, Bis-Diglyceryl Polyacyladipate-2, Water [C - Misty Ground] Mica (CI 77019), Carmine (CI 75470) [D - Cold Sparkle] Bis-Diglyceryl Polyacyladipate-2, Water [J - Sparkling Red] Polybutylene Terephthalate, Sorbitan Sesquiisostearate, Aluminum Starch Octenylsuccinate, [A - Icy Mist] Dimethicone, Water [E - Sunshine Shower] Mica (CI 77019), Iron Oxide Red (CI 77491), Isopropyl Palmitate, Hydrogenated Lecithin, Water [D - Brown Ground] Talc, Acid Yellow 23 Aluminum Lake(CI 19140:1), Hydrogenated Castor Oil Dimer Dilinoleate, Polypropylene, Carmine (CI 75470) [I - Rainbow Bubble] Polybutylene Terephthalate, Water [G - Sand Scent] Talc, Octyldodecanol, [A - Bright Fog] Talc, Triethylhexanoin, Yellow 6 Lake (CI 15985), Water [I - Taupe Brown] Talc, Dimethicone, Water [J - Evening Shade] Talc, Talc, Water [C - Rose Shadow] Talc, Water [J - Umber Wood] Talc, Hexyl Laurate, Polysorbate 80, Shorea Robusta Seed Butter, Water [G - Pink Pampas] Talc, Tartrazine (CI 19140), Red 7 (CI 15850:1), Isopropyl Titanium Triisostearate, Calcium Aluminum Borosilicate, Polybutene, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Synthetic Wax, Water [I - Dusk Brown] Talc, Iron Oxide Yellow (CI 77492), Water [F - White Pebble] Talc, Red 30 (CI 73360), [A - Matte Sand] Talc, Water [B - Twinkle Pink] Calcium Titanium Borosilicate, Water [C - Fairy Glitter] Polybutylene Terephthalate, Caprylic/Capric Triglyceride, Iron Oxides (CI 77492), Tricalcium Phosphate",,,,,,True,,,,,,,,,
9717519319381.0,2025-07-17T15:00:52+02:00,HOUSE OF DOHWA,Rice bran powder wash,P,32.9,,8809808420681,Poudre nettoyante,"Ce nettoyant en poudre au son de riz purifie et revitalise la peau, la laissant douce et éclatante, sans irritation.",Appliquez une quantité modérée de produit dans la paume de la main et émulsionnez-le avec un peu d'eau jusqu'à obtenir une texture de mousse souhaitée. Massez le produit à l'aide de vos doigts jusqu'à ce que vous sentiez la peau propre et/ou exfoliée. Rincez à l'eau tiède et poursuivez avec les étapes suivantes de votre routine. Peut être utilisé dans votre routine du matin et du soir.,60 gr,"Zea Mays (Corn) Starch, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Diglycerin, Oryza Sativa (Rice) Bran, Allantoin, Maltodextrin, Papain, Parfum, Aqua, Butylene Glycol, Sodium Hyaluronate, Tranexamic Acid, 1, 2-Hexanediol, Oryza Sativa (Rice) Bran Extract, Oryza Sativa (Rice) Extract, Cynanchum Atratum Extract, Bromelain",2,,,True,,True,,,,True,,,,,
9792984023381.0,2025-07-17T15:00:59+02:00,ESFOLIO,Pure Skin Volcanic Ash Essence Mask Sheet,P,2.05,2.9,8809386880341,Masque en tissu,"Ce masque contient de la cendre volcanique riche en minéraux qui maintient la peau claire et hydratée tout en éliminant les impuretés, les cellules mortes et l'excès de sébum. Procure une hydratation longue durée et stimule également l'élasticité de la peau.","Après un nettoyage quotidien, appliquez le masque sur votre visage et laissez-le agir 15 à 20 minutes. Retirer et masser jusqu'à absorption complète.",25 ml,"Water, Glycerin, Alcohol Denat., Volcanic Ash Extract, Portulaca Oleracea (Green Purslane) Extract, Panax Ginseng (Ginseng) Root Extract, Chaenomeles Sinensis (Chinese-Quince) Fruit Extract, Sodium Hyaluronate, Butylene Glycol, PEG/PPG-17/6 Copolymer, Carbomer, Xanthan Gum, PEG-60 Hydrogenated Castor Oil, Disodium EDTA, Propylene Glycol, Betaine, Ethylhexylglycerin, Triethanolamine, Phenoxyethanol, Methylparaben, Fragrance",5,,,,,True,,,,,,,,,
9717154873685.0,2025-07-17T15:10:34+02:00,ANUA,Heartleaf Pore Control Cleansing Oil,P,23.9,,8809640732829,Huile démaquillante apaisante,"L'huile démaquillante Anua Heartleaf Pore Control Cleansing Oil élimine maquillage et impuretés tout en apaisant la peau et régulant la production de sébum, pour un teint propre et équilibré.",Appliquer 1 à 2 pompes sur la peau sèche et faire pénétrer en massant. Rincer à l'eau tiède.,200 ml,"Ethylhexyl Palmitate, Sorbeth-30 Tetraoleate, Sorbitan Sesquioleate, Caprylic/Capric Triglyceride, Butyl Avocadate, Fragrance, Helianthus Annuus (Sunflower) Seed Oil, Macadamia Ternifolia Seed Oil, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Caprylyl Glycol, Ethylhexylglycérine, Curcuma Longa (Extrait de racine de curcuma), Extrait de fleur de Melia Azadirachta, Tocophérol, Extrait de feuille de Melia Azadirachta, Extrait d'huile d'olive, Extrait d'huile d'olive) Leaf Extract, Houttuynia Cordata Extract, Corallina Officinalis Extract, Melia Azadirachta Bark Extract, Moringa Oleifera Seed Oil, Ocimum Sanctum Leaf Extract.",1,,,True,,,True,,,,,,,,
9901857538389.0,2025-07-17T15:10:47+02:00,I'M FROM,Rice Cream,P,23.05,32.9,8809525930548,Cette crème hydratante est formulée avec du céramide de son de riz,"Cette crème hydratante est formulée avec du céramide de son de riz.
Contient du riz pour protéger la barrière cutanée et préserver l'hydratation.
Contrôle le sébum et nourrit la peau. Elle offre une texture crémeuse et fini soyeux pour un teint éclatant.",Appliquer une quantité appropriée le long du grain de peau. Étaler délicatement et tapoter pour une meilleure absorption. Appliquer à nouveau sur la zone sèche.,50 gr,"Oryza Sativa (Rice) Bran Water (41%), Water, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Pentaerythrityl Tetraethylhexanoate, Hydrogenated Polyisobutene, Synthetic Beeswax, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, Vinyl Dimethicone, Pentylene Glycol, 1,2-Hexanediol, Behenyl Alcohol, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Bisabolol, Cetearyl Olivate, Panthenol, Sorbitan Olivate, Caprylyl Glycol, Ethylhexylglycerin, Xanthan Gum, Adenosine, Trisodium Ethylenediamine Disuccinate, Sodium Hyaluronate, Ceramide NP, Hydrolyzed Hyaluronic Acid, Oryza Sativa (Rice) Bran Oil, Tocopherol, Phytosphingosine, Caprylic/Capric Triglyceride, Hydrogenated Lecithin",9,,True,True,,,True,,,,,,,,
9717160444245.0,2025-07-17T15:15:39+02:00,COSRX,Advanced Snail 96 Mucin Power Essence,P,19.9,,8809416470009,Essence régénérante avec 96% de mucine d'escargot,"Le sérum à extrait de bave d’escargot hydrate, régénère et lisse la peau, réduisant les ridules et les cicatrices pour un teint plus jeune et uniforme.","Versez deux noix d'essence sur la paume des mains et appliquez-les en tapotant sur le visage, le cou et le décolleté. Appuyez bien pour aider le produit à mieux pénétrer et à absorber plus rapidement.",100 ml,"Snail Secretion Filtrate, Betaine, Butylene Glycol,1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Arginine, Allantoin, Ethyl Hexanediol, Sodium Polyacrylate, Carbomer, Phenoxyethanol.",6,,,True,,True,,,,,,,,,
9717519090005.0,2025-07-17T15:15:39+02:00,BEAUTY OF JOSEON,Green Plum Refreshing Cleanser,P,14.9,,8809738314678,Nettoyant à la prune verte,"Ce nettoyant à faible pH à la texture gel nettoie et exfolie délicatement la peau grâce à l'eau de prune verte et à l'extrait de graine d'haricot Mungo, tout en laissant la peau hydratée.","Déposez une quantité appropriée de baume nettoyant sur les mains humides et massez délicatement sur le visage. ​Rincez ensuite à l’eau tiède. Utilisez un démaquillant à base d’huile (huile, baume, etc.) comme premier nettoyant pour éliminer le maquillage.",100 ml,"Déposez une quantité appropriée de baume nettoyant sur les mains humides et massez délicatement sur le visage. ​Rincez ensuite à l’eau tiède. Utilisez un démaquillant à base d’huile (huile, baume, etc.) comme premier nettoyant pour éliminer le maquillage.",2,,True,True,True,True,,,True,,,,,,
9723555381589.0,2025-07-17T15:15:40+02:00,BIODANCE,Hydro Cera-nol Real Deep Mask,P,22.9,,8809937360971,Masque de nuit hydrogel,"Ce masque apaisant combine des ingrédients puissants pour hydrater et calmer les peaux sensibles. les actifs comme le Cera-nol, le D-panthenol, l’acide hyaluronique et les céramides en 5 couches pénètrent profondément pour un apaisement rapide et une hydratation intense.","Après avoir nettoyé le visage, appliquez un tonique pour préparer la peau. Placez le masque en l’ajustant soigneusement aux contours du visage. Retirez-le une fois qu’il devient transparent.",4 pièces,"Water, Collagen Extract, Galactomyces Ferment Filtrate, Glycerin,Acrylates Copolymer, Niacinamide, Ceratonia Siliqua (Carob) Gum,Chondrus Crispus Extract, Betaine, Algin, Dipropylene Glycol, Agar, Hydroxyacetophenone, 1,2-Hexanediol, Potassium Chloride,Polyglyceryl-10 Laurate, Caprylyl Glycol, Sucrose, Butylene Glycol,Allantoin, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Adenosine, Disodium EDTA, Pyrus Communis (Pear) Fruit Extract, Rosa Damascena Flower Water, Iris Florentina Root Extract, Cucumis Melo (Melon) Fruit Extract, Hedera Helix (Ivy) Leaf/​Stem Extract, Dipotassium Glycyrrhizate, Bifida Ferment Filtrate, Tocopherol, Lactobacillus Ferment, Lactobacillus Ferment Lysate",5,,,,,,,True,True,True,,,,,
9751264002389.0,2025-07-17T15:15:40+02:00,ESFOLIO,Tea Tree Moisture Foot Mask,P,3.9,,8809901210363,Masque pour les pieds nourrissant et hydratant ,"Nourrit et hydrate intensément les pieds avec de riches nutriments extraits d'arbre à thé, de lavande et de romarin.
Aide à éliminer les cellules mortes de la peau, laissant des pieds soyeux et hydratés.","Après avoir lavé vos pieds, les sécher soigneusement jusqu'à ce qu'il n'y ait plus d'humidité.

Enfilez le masque pour les pieds comme une paire de chaussettes afin de permettre à sa riche essence de nourrir la peau.

Laisser poser pendant 15 à 20 minutes.

Retirer le masque et tapoter doucement l’essence restante sur la peau pour une meilleure absorption.",20 ml,"Water, Glycerin, Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Dipropylene Glycol, Butyrospermum Parklii (Shea) Butter, Melaleuca Alternifolia (Tea Tree) Extract (1,000ppm), Lavandula Angustifolia (Lavender) Flower Extract, Monarda Didyma Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Freesia Refracta Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Betaine, 1,2-Hexanediol, Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Sorbitan Stearate, Polysorbate 60, Carbomer, Arginine, Hydroxyacetophenone, Disodium EDTA, Ethylhexylglycerin, Chlorphenesin, Fragrance",,,,,,,,,,,,,,,
