ID,updated_at,Vendor,Title,Type,Variant Price,Variant Compare Price,Variant Barcode,custom.mini_description,custom.moyenne_description,custom.utilisation,custom.taille,custom.ingredients,custom.routine,custom.info_bestseller,custom.info_cruelty_free,custom.info_vegan,custom.info_clean_beauty,custom.tout_type,custom.peau_grasse,custom.peau_mature,custom.peau_seche,custom.peau_sensible,custom.peau_acneique,custom.periode_mois,custom.texte_recyclage,Product ID,Variant ID
,2025-07-16T16:40:51+02:00,COSRX,Snail Hydrogel Eye Patch,P,25.9,,8809598452305,Le patch hydrogel pour les yeux contient du filtrat de bave d'escargot. ,"Le patch hydrogel pour les yeux contient du filtrat de bave d'escargot pour nourrir et hydrater, et de la niacinamide pour un effet éclaircissant.",Utilisez la pince fournie pour appliquer le patch sur la zone à traiter. Retirez-le après 20 à 30 minutes.,60 patches ,"Water, Glycerin, Snail Secretion Filtrate, Niacinamide, Carrageenan, 1,2-Hexanediol, Ceratonia Siliqua (Carob) Gum, Betaine, Hydroxyacetophenone, Allantoin, Chlorphenesin, Cyamopsis Tetragonoloba (Guar) Gum, Calcium Chloride, Butylene Glycol, Sucrose, Cellulose Gum, Adenosine, Potassium Chloride, Dipotassium Glycyrrhizate, Ethylhexylglycerin, PEG-90M",5,,True,True,,,,,True,,,,,9901887127893.0,50672726212949.0
9717155758421.0,2025-04-28T16:16:06+02:00,ROUND LAB,Soybean Nourishing Cleanser,P,15.9,,8809783322369,Nettoyant au soja,"Le ROUND LAB Soybean Cleanser hydrate, nourrit et exfolie délicatement la peau tout en renforçant la barrière cutanée, idéal pour les peaux sensibles.",Faire mousser une quantité appropriée sur les paumes humides et masser doucement sur la peau pour la nettoyer. Rincer à l’eau tiède.,150 ml,"Water, Glycerin, Sodium Cocoyl Isethionate, Potassium Cocoyl Glycinate, Cetearyl Alcohol, Sodium C14-16 Olefin Sulfonate, Acrylates Copolymer, Sodium Cocoyl Glutamate, Hydrogenated Coconut Acid, Phaseolus Angularis Seed Powder, Glycine Max (Soybean) Seed Extract, Oryza Sativa (Rice) Powder, AVENA SATIVA (OAT) KERNEL FLOUR, Coix Lacryma-Jobi Ma-yuen Seed Powder, Phaseolus Radiatus Seed Powder, Squalane, Limnanthes Alba (Meadowfoam) Seed Oil, Ceramide NP, Phytosphingosine, Hydrogenated Lecithin, Sodium Isethionate, Potassium Benzoate, Butylene Glycol, Polyquaternium-67, Hexadecene, 1,2- Hexanediol, Trisodium Ethylenediamine Disuccinate, Tetradecene, Sorbitol, Citric Acid",2,,,,True,,,,True,,,,,,
9717156577621.0,2025-04-28T16:16:07+02:00,BENTON,Let's Carrot Oil Toner,P,21.9,,8809566990952,Brume tonique hydratante,"Le tonique à l'huile de carotte hydrate instantanément et équilibre le pH de la peau, tout en nourrissant et revitalisant grâce à l'huile de carotte.","Commencez par agiter le flacon pour bien mélanger les deux phases de la lotion.
Vaporisez 2 à 3 sprays directement sur votre visage en fermant les yeux ou sur vos doigts et tapotez délicatement pour faire pénétrer le soin.",150 ml,"Eau,Coco-Caprylate/Caprate, Eau de racine de Daucus Carota Sativa (Carotte) (48 000 ppm), Glycérine, Huile de graines d'Helianthus annuus (Tournesol), Triglycéride caprylique/caprique, 1,2-Hexanediol, Sulfate de magnésium, Glycol pentylène, Caprylate de glycéryle, Huile de Canola, Huile de graines de Vitis Vinifera (Raisin), Huile d'Persea Gratissima (Avocat), Propanediol, Huile d'Olea Europaea (Olive), Gluconate de sodium, Laurate de polyglycéryl-10, Glycyrrhizate de dipotassium, Huile de graines d'Olea Europaea (Olive), Myristate de polyglycéryl-10, Allantoïne, Éthylhexylglycérine, Huile de Santalum Album (Sandalwood), Huile de graines de Daucus Carota Sativa (Carotte) (100 ppm), Huile végétale, Huile de feuilles de Melaleuca Alternifolia (Arbre à thé), Extrait de racine de Daucus Carota Sativa (Carotte) (66 ppm), Extrait de fleur de Chrysanthemum Morifolium, Extrait de fleur de Rosa Centifolia, Extrait de Lavendula Angustifolia (Lavande), Acétate de tocophéryle, Bêta-carotène, Huile de Mentha Piperita (Menthe poivrée), Tocophérol.",4,,,,,True,,,,,,,,,
9717156938069.0,2025-04-28T16:16:07+02:00,MIXSOON,Toner Pad Bifida,P,24.9,,8809732912641,Tampons hydratants intensément au ferment Bifida,"Les tampons tonifiants hydratants hydratent intensément, apaisent et régénèrent la peau, tout en renforçant sa barrière et en rééquilibrant le microbiome grâce au ferment Bifida et à l'acide hyaluronique.","Essuyez délicatement la peau du visage nettoyée avec un tampon. Vous pouvez également laisser le tampon sur votre visage pendant 10 à 15 minutes pour renforcer l'effet des principes actifs. Tapotez le produit restant sur la peau, puis appliquez du sérum ou de la crème.",120 pièces,"Aqua, butylène glycol , glycérine , dipropylène glycol , saccharomyces/filtrat de ferment de riz, 1,2-hexanediol , huile de graines de Limnanthes Alba (mousse ) , cellulose microcristalline, pentylène glycol , panthénol , gomme de cellulose , glycérine, acrylates /polymère croisé d'acrylate d'alkyle C10-30, adénosine , diphényl diméthicone , triéthylhexanoïne, distéarate de polyglycéryl-3 méthylglucose, EDTA disodique , lécithine hydrogénée , myristate de polyglycéryl-10, sesquistéarate de méthylglucose , cétéaryl glucoside, lysat de ferment Bifida (20 ppm), lysat de ferment Lactobacillus , ferment Streptococcus Thermophilus, tocophérol , sodium Hyaluronate , phosphate d'ascorbyle de sodium, céramide NP , hyaluronate d'hydroxypropyltrimonium, acide hyaluronique hydrolysé , hyaluronate acétylé de sodium, hyaluronate de potassium, polymère croisé d'hyaluronate de sodium , hyaluronate de sodium hydrolysé , phosphate d'ascorbyle de sodium",4,,,,,,,,True,True,,,,,
9717158609237.0,2025-04-28T16:16:09+02:00,FARMSTAY,Real Essence,P,2.9,,,"Masque hydratant, nourissant","Ces masques infusés d'essences nourrissantes offrent à votre peau une hydratation et une revitalisation en profondeur, selon ses besoins spécifiques.","Appliquez sur le visage propre, laissez agir pendant 10 à 15 minutes, puis retirez-le pour révéler une peau visiblement améliorée et revitalisée.",23 ml,,5,,,,,True,,,,,,,,,
9717159035221.0,2025-04-28T16:16:10+02:00,PETITFEE,Dry Essence Hand Pack,P,2.9,,8809239800434,Masque pour les mains,"Le Petitfee Dry Essence Hand Pack hydrate profondément les mains, cuticules et ongles, les rendant doux, délicats et renforcés grâce à des ingrédients actifs comme l'aloe vera, le beurre de karité et l'extrait de caviar.","Enfilez les gants sur vos mains propres et sèches, puis massez légèrement pendant quelques minutes.
Après le temps indiqué sur l’emballage, retirez les gants et massez jusqu’à absorption complète du sérum. Il n'est pas nécessaire de rincer.",1 piece,"Water, glycerin, butylene glycol, oils of sunflower seed (Helianthus Annuus), cetearyl alcohol, butter Butyrospermum Parkii (Shea), isopropyl myristate, urea, betaine, caprylic / capric triglyceride, glyceryl stearate, sodium hyaluronate, an extract from a vegetable oil, purslane vulgaris, purslane ordinary Witch hazel extract, aloe barbadensis leaf extract, dimethicone, bloosaccharide gum-1, PEG-32, 1,2-hexanediol, polysorbate60, Persea Gratissima (Avacado) oil, Alternifolia meleluk leaf oil (tea tree), steareth-2, stearate – 21 Stearic acid, carbomer, kstrakt citrus Paradisi (grapefruit), collagen, xanthan gum, filter secret snails, allantoin, flavoring, disodium EDTA",,,,,,True,,,,,,,,,
9717159133525.0,2025-04-28T16:16:10+02:00,SKIN 1004,ZOMBIE BEAUTY - Mummy Pack & Activator Kit,P,32.9,,8809576260458,Set soins du visage,"Le masque tout-en-un réduit les rides, améliore l'élasticité et raffermit la peau, tout en détoxifiant grâce à l'extrait de truffe noire et à la poudre de charbon actif.",Ouvrez l’emballage et mélangez l’activateur et la poudre à l’aide du pinceau fourni. Appliquez soigneusement sur le visage avec le pinceau en évitant le contour des yeux et des lèvres. Rincez à l’eau tiède pendant 10 à 15 minutes après l’application.,,"Water, Butylene Glycol, 1,2-Hexanediol, Niacinamide, Tuber Melanosporum Extract, Glycine Max (Soybean) Seed Extract, Sesamum Indicum (Sesame) Seed Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Euterpe Oleracea Fruit Extract, Vaccinium Myrtillus Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Sambucus Nigra Fruit Extract, Lycium Chinense Fruit Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Adenosine, Allantoin, Panthenol, Glycerin, Sodium PCA, Disodium EDTA",5,,,,,True,,,,,,,,,
9717159231829.0,2025-04-28T16:16:10+02:00,SKIN 1004,ZOMBIE BEAUTY - Pumpkin Pack,P,18.9,,8809576260885,"Masque visage sans rincage, à effet régénérant","Le Zombie Beauty by Skin1004 Pumpkin Pack éclaircit les taches, régénère la peau et apaise les irritations, avec une texture de gel douce qui ne nécessite pas de rinçage.","En routine du soir, appliquez une couche uniforme de masque en effectuant de légers tapotements. Ce masque ne nécessite pas de rinçage. Utilisez-le deux à trois fois par semaine.
",,"Extrait de fruit de Cucurbita Pepo (citrouille) (61 %), eau, succinate de diéthoxyéthyle, butylène glycol, glycérine, 1,2-hexanediol, bétaïne, tréhalose, arginine, polyglycéryl-10 laurate, polyglycéryl-10 myristate, extrait de racine de Coptis Chinensis, carbomère , Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Tocopheryl Acetate, Sodium Polyacrylate, Xanthan Gum, Parfum, Honey Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Adénosine, Coco-glucoside, Honey, Royal Jelly Extract , EDTA disodique, caramel, extrait de propolis, hyaluronate de sodium, extrait de Centella Asiatica, eau florale de Rosa Damascena, triglycéride caprylique/caprique, huile de fruit Olea Europaea (olive), lécithine hydrogénée, squalane, beurre de butyrospermum parkii (karité), cholestérol, céramide NP , Acétylphytosphingosine, Phytosphingosine

",5,,,,,True,,,,,,,,,
9717161918805.0,2025-04-28T16:16:14+02:00,AROMATICA,Tea Tree Balancing Emulsion,P,29.9,,,Lotion hydratante légère pour contrôler l'excès de sébum,"Cette lotion à l'arbre à thé régule la production de sébum et apaise la peau, tout en offrant les bienfaits cicatrisants de l'huile essentielle de bergamote.",Distribuez une noix de produit sur les doigts et répartissez-la sur tout le visage. Massez la lotion du centre du visage vers l'extérieur. N'oubliez pas le cou et le décolleté !,100 ml,"Melaleuca Alternifolia Leaf Extract, Glycerin, Aqua, *Butylene Glycol, *Caprylic/Capric Triglyceride, Niacinamide, *Polyglyceryl-3 Methylglucose Distearate, *Cocos Nucifera Oil, *Coco-Caprylate/Caprate, **Arctium Lappa Root Extract, **Plantago Major Leaf Extract, **Symphytum Officinale Root Extract, 1,2-Hexanediol, Cetearyl Alcohol, *Betaine, *Hydrogenated Olive Oil Unsaponifiables, **Butyrospermum Parkii Butter, **Orbignya Oleifera Seed Oil, Verbena Officinalis Extract, Rosmarinus Officinalis Leaf Extract, Chamomilla Recutita Flower Extract, *Propanediol, Ethylhexylglycerin, Palmitamide Mea, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, ?Citrus Aurantium Bergamia Fruit Oil, Allantoin, *Hydrolyzed Glycosaminoglycans, *Xanthan Gum, Adenosine, Tamarindus Indica Seed Polysaccharide, ?Styrax Benzoin Gum.",9,,,True,True,,True,,,,True,,,,
9717162836309.0,2025-04-28T16:16:15+02:00,SKIN 1004,Centella Air-Fit Suncream plus,P,22.9,,8809576261301,Crème protectrice minérale pour peaux sensibles SPF 50+,"La crème solaire physique non-nano SPF 50+ PA++++ protège efficacement des rayons UV tout en éclaircissant et en apaisant la peau grâce à la niacinamide, le MadeWhite™ et l'extrait de Centella asiatica.",Appliquez uniformément sur les zones exposées aux rayons UV comme dernière étape du soin de la peau.,50 ml,"Centella Asiatica Extract(35.8%), Cyclopentasiloxane, Zinc Oxide, Butyloctyl Salicylate, Titanium Dioxide, Propanediol, Benzotriazolyl Dodecyl p-Cresol, Coptis Chinensis Root Extract, PEG-10 Dimethicone, Niacinamide, Disteardimonium Hectorite, Butylene Glycol, Magnesium Sulfate, 1,2-Hexanediol, Caprylic/Capric Glycerides, Dimethicone, VP/Hexadecene Copolymer, Polymethylsilsesquioxane, Aluminum Hydroxide, Stearic Acid, Sorbitan Sesquioleate, Triethoxycaprylylsilane, Dimethicone Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dextrin, Theobroma Cacao (Cocoa) Extract, Pelargonium Graveolens Flower Oil, Water, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Betaine, Scutellaria Baicalensis Root Extract, Polygonum Cuspidatum Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Sodium Hyaluronate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosa Damascena Flower Oil, Pentylene Glycol, Madecassoside, Citronellol, Geraniol, Linalool",10,,,,,True,,,,,,,,,
9717163721045.0,2025-04-28T16:16:17+02:00,ONDO BEAUTY,BHA & Ginger Refreshing Shampoo,C,14.9,,8437016160213,Shampoing solide naturel pour cheveux gras,"Idéal pour les personnes ayant des cheveux gras, des pellicules ou des cheveux fragiles, ce shampoing solide nourrit, hydrate, et revitalise les cheveux tout en respectant l'environnement !","Massez le shampoing solide directement sur vos cheveux mouillés ou faites-le mousser dans vos mains.
Appliquez sur le cuir chevelu et massez doucement pour profiter de l'exfoliation.
Rincez abondamment et profitez de vos cheveux propres, rafraîchis et plus volumineux.",70 gr,"Sodium Cocoyl Isethionate, Zea Mays (Corn) Starch, Glycerin, Aqua (Water/Eau), Coconut Acid, Coco-Betaine, Sodium Isethionate, Citric Acid, Ricinus Communis (Castor) Seed Oil, Artemisia Princeps (Mugwort) Leaf Powder, Zingiber Officinale (Ginger) Root Extract, Cinnamomum Zeylanicum (Cinnamon) Bark Extract, Salix Alba (Willow) Bark Extract, Salicylic Acid, Mentha Arvensis (Wild Mint) Leaf Oil, Butylene Glycol, 1,2-Hexanediol, Sodium Chloride, Limonene*.",,,,True,,,True,,,,,,,,
9717164310869.0,2025-04-28T16:16:17+02:00,SKINFOOD,Shea Butter Cream Lotion,P,23.9,,8809032673129,Une lotion pour le corps ultra-hydratante,"La peau devient instantanément douce, lisse et profondément hydratée, avec un parfum subtil et agréable, parfait pour une sensation de bien-être durable.",Appliquez délicatement la lotion/crème sur le visage et le corps lorsque la peau est sèche.,450 ml,"Water, cetyl ethylhexanoate, butyrospermum parkii butter extract (10 %), dipropylene glycol, caprylic/capric triglyceride, glycerin, glycereth-26, olea europaea (olive) fruit oil, abena sativa (oat) meal extract, polysorbate 60, polyglyceryl-3 methylglucose distearate, palmitic acid, vinyl dimethicone, cetyl alcohol, stearic acid, 1,2-hexanediol, hydroxyacetophenone, carbomer, potassium cetyl phosphate, tromethamine, sorbitan sesquioleate, citrus junos fruit extract, hydroxyethylcellulose, disodium edta, portulaca oleracea extract, triticum vulgare sprout extract, brassica oleracea italica (broccoli) extract, brassica oleracea capitata (cabbage) leaf extract, apium graveolens extract, brassica oleracea acephala leaf extract, butylene glycol, butyrospermum parkii butter (10 ppb), octyldodecanol, hydrogenated lecithin, xanthan gum, glyceryl citrate/lactate/linoleate/oleate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, glyceryl oleate, glycolipids, glycosphingolipids, tocopherol, ceramide np, fragrance",,,,,,True,,,,,,,,,
9717164867925.0,2025-04-28T16:16:18+02:00,SKINFOOD,Body Wash Lemon Verbena,P,23.9,,8809032672979,Gel douche hydratant à la verveine citronnée et au concombre,"Ce Body Wash est idéal pour ceux qui recherchent un produit hydratant, rafraîchissant et agréablement parfumé, tout en offrant à la peau des soins doux et efficaces pour une texture plus lisse et un parfum de fraîcheur durable.","Prenez une quantité modérée de gel douche et faites-le mousser.
Appliquez-le sur le corps et massez-le.
Rincez à l'eau tiède.",450 ml,"Eau, laureth sulfate de sodium, cocamidopropyl bétaïne, lauryl bétaïne, glycérine, chlorure de sodium, laureth-1 phosphate, C12-14 Pareth-12, polysorbate 20, extrait de feuille de Lippia Citrodora (5 000 ppm), 1,2-hexanediol, PEG-120 méthyl glucose dioléate, éthylhexylglycérine, polyglycéryl-10 laurate, lauryl phosphate, sodium cocoyl iséthionate, dipropylène glycol, EDTA tétrasodique, acide citrique, carbonate de sodium, extrait de Portulaca Oleracea, eau de fruit de Cucumis Sativus (concombre), butylène glycol, citrate de sodium, tocophérol, bêta-glucane, caprylyl glycol, parfum, citral",,,,,,True,,,,,,,,,
9717165457749.0,2025-04-28T16:16:19+02:00,COSRX,Cosrx Favorites Best Seller Set,P,29.9,,,Set de soins du visage,"Le COSRX Skincare Travel Kit est un excellent moyen de maintenir une routine de soin de la peau de qualité même en déplacement, tout en découvrant les best-sellers de la marque!","- Gel nettoyant Good Morning à pH faible : Appliquez une petite quantité de produit sur peau humide et massez délicatement jusqu’à obtention d’une mousse onctueuse. Rincez abondamment à l’eau tiède, séchez en tapotant avec une serviette et continuez avec les étapes suivantes de la routine de soin du visage.

- Tonique clarifiant AHA/BHA Clarifying Treatment Toner : Après le nettoyage, vaporisez une petite quantité de tonique sur un coton et passez-le délicatement sur le visage en évitant le contour des yeux et les lèvres.

- Essence Advanced Snail 96 Mucin Power Essence : Après avoir nettoyé et tonifié votre visage, appliquez l’essence et tapotez du bout des doigts jusqu’à absorption complète. S’utilise aussi avant ou après la pose d’un masque tissu.

- Légère crème hydratante non grasse OIL-FREE Ultra-Moisturising Lotion : En dernière étape de votre routine visage, déposez une petite quantité de crème dans le creux de vos mains et appliquez sur votre visage en pressant avec vos deux mains à plat jusqu’à absorption complète du produit.",,"Low pH Good Morning Gel Cleanser: Aqua/Water, Cocamidopropyl Betaine, Polysorbate 20, Sodium Lauroyl Methyl Isethionate, Sodium Chloride, Butylene Glycol, Disodium EDTA, Caprylyl Glycol, Ethylhexylglycerin, Parfum, Allantoin, Sodium Benzoate, Trisodium Ethylenediamine Disuccinate, Citric Acid, Styrax Japonicus Branch/Fruit/Leaf Extract, 1, 2-Hexanediol, Betaine Salicylate, Saccharomyces Ferment, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Oenothera Biennis Flower Extract, Pueraria Lobata Root Extract, Ethyl Hexanediol, Limonene

AHA/BHA Clarifying Treatment Toner: Aqua (Water), Salix Alba Bark Water, Pyrus Malus Fruit Water, Butylene Glycol, 1, 2-Hexanediol, Sodium Lactate, Ethyl Hexanediol, Betaine Salicylate, Allantoin, Panthenol, Glycolic Acid

Advanced Snail 96 Mucin Power Essence: Snail Secretion Filtrate, Betaine, Butylene Glycol, 1, 2-Hexanediol, Ethyl Hexanediol, Phenoxyethanol, Sodium Polyacrylate, Sodium Hyaluronate, Allantoin, Carbomer, Panthenol, Arginine, Aqua (Water)

OIL-FREE Ultra-Moisturising Lotion: Betula Platyphylla Japonica Juice, Butylene Glycol, Glycerin, Dimethicone, Betaine, Cetearyl Alcohol, 1, 2-Hexanediol, Cetearyl Olivate, Ethyl Hexanediol, Sorbitan Olivate, Ethylhexylglycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Parfum, Allantoin, Panthenol, Xanthan Gum, Sodium Lactate, Sodium Hyaluronate, Sorbitan Isostearate, Polysorbate 60, Aqua/Water, Limonene, Citral
",,,,,,True,,,,,,,,,
9717165916501.0,2025-04-28T16:16:19+02:00,ROMAND,Nu zero cushion fdt (5 couleurs),M,22.9,,,Fond de teint poudre,"Ce fond de teint poudre coussin est idéal pour ceux qui recherchent une finition éclatante tout en camouflant les imperfections et en contrôlant l'excès de brillance, tout en ayant un produit facile à transporter pour des retouches au quotidien.","Application : Prenez une petite quantité de fond de teint à l’aide de l'applicateur coussin et appliquez sur le visage en tapotant doucement pour une couvrance uniforme.
Retouche rapide : Facile à emporter, ce fond de teint est parfait pour des retouches rapides tout au long de la journée.
Maquillage lumineux : Complétez votre maquillage avec un illuminateur léger ou une poudre bronzante pour un éclat supplémentaire.",,"Water, Cyclopentasiloxane, Titanium Dioxide, Methyl Trimethicone, Propanediol, Butyloctyl Salicylate, PEG-10 Dimethicone, Dimethicone, Niacinamide, Trimethylsiloxysilicate, Trisiloxane, Isododecane, Ethylhexyl Methoxycinnamate, Polymethyl Methacrylate, Magnesium Sulfate, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Disteardimonium Hectorite, 1,2-Hexanediol, Caprylic/Capric Glycerides, Polymethylsilsesquioxane, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane Crosspolymer, Iron Oxide Yellow (CI 77492), Aluminum Hydroxide, Triethoxycaprylylsilane, Iron Oxide Red (CI 77491), Butylene Glycol, Fragrance, Polysilicone-11, Adenosine, Iron Oxide Black (CI 77499), Polyglutamic Acid, Chamaecyparis Obtusa Water, Tocopherol, Hyaluronic Acid",,,,True,,True,,,,,,,,,
9717379432789.0,2025-04-28T16:16:24+02:00,PURITO SEOUL,Cica clearing bb cream ( 6 couleurs ),M,13.9,,,BB Crème nourrissante,"La Purito Cica Clearing BB Cream est un produit de soin et de maquillage polyvalent, conçu pour offrir à la fois une couverture légère et des bienfaits apaisants pour la peau. ","Application : Appliquez une petite quantité de la BB Cream sur une peau propre et tonifiée. Étalez uniformément sur le visage à l’aide de vos doigts ou d'un pinceau pour un résultat plus précis.
Finition : Pour une couvrance plus importante, vous pouvez ajouter une seconde couche. Utilisez un fixateur pour prolonger la tenue si nécessaire.",,Aquatitanium dioxide (ci 77891)Ethylhexyl Methoxycinnamatecyclopentasiloxanebutylene glycolEthylhexyl SalicylatecyclohexasiloxaneLauryl Polyglyceryl-3 Polydimethylsiloxyethyl DimethiconeMicahydrogenated c6-14 olefin polymersNiacinamidezinc oxidesodium chloride (salt)Iron Oxide (CI 77492)disteardimonium hectoritesorbitan sesquioleatezinc stearateDextrin Palmitatetriethoxycaprylylsilanealuminum hydroxideci 77491caprylyl glycolPanthenolAllantoincentella asiatica extractdimethicone/vinyl dimethiconecrosspolymeriron oxides (ci 77499)caprylhydroxamic acidGlycerinadenosine1.2-hexanedioltocopherolmadecassosideasiaticosideAsiatic Acidmadecassic acid,,,True,True,,True,,,,,,,,,
9732486168917.0,2025-04-28T16:16:35+02:00,IUNIK,Lime Moisture Mild Peeling Gel,P,14.9,,8809728080200,"Gel Exfoliant Doux Hydratant au citron






","un peeling délicat qui aide à éliminer l'épiderme mort et à uniformiser la structure de la peau. Il contient  un complexe naturel de fruits AHA :  citron vert, raisin, orange, pomme et citron, il apaise donc les irritations cutanées et aide à maintenir le niveau d'hydratation approprié.","Après avoir nettoyé et séché la peau du visage, massez le gel peeling sur la peau sèche en évitant le contour des yeux et de la bouche. Rincez ensuite à l'eau tiède. ",90 ml,"Glycérine, méthosulfate de steartrimonium, acrylates / C20-30 Acrylate alkyle, butylène glycol , alcool isopropylique, myristate d' isopropyle , 1,2 - hexanediol , glycol caprylyl ICA EX TRACT , Lavandula Huile d'Angustifolia (lavande), extrait de fruit de Citrus Aurantium Dulcis (orange), extrait de fruit de Citrus Limon, extrait de fruit de Pyrus Malus (pomme), extrait de fruit de Vitis Vinifera (raisin), pentylène glycol, extrait de racine de Polygonum Cuspidatum, extrait de racine de Scutellaria Baicalensis , isopropyle Myristate , extrait de racine de Glycyrrhiza Glabra (réglisse), extrait de feuille de Camellia Sinensis , extrait de fleur de Chamomilla Recutita (Matricaria), extrait de feuille de Rosmarinus Officinalis (romarin) , collagène hydrolysé, extrait d'Aspalathus Linearis, extrait de résine de Commiphora Myrrha, extrait de racine de Yucca Schidigera, Perilla Frutescens Extrait de feuille""> Eau, glycérine , méthosulfate de stéartrimonium, acrylates/polymère croisé d'acrylate d'alkyle C10-30, butylène glycol , alcool isopropylique, myristate d'isopropyle , 1,2-hexanediol , caprylyl glycol , allantoïne , polyglycéryl-4 caprate, éthylhexylglycérine , glycyrrhizate dipotassique , Extrait de Centella Asiatica , huile de Lavandula Angustifolia (lavande), extrait de fruit de Citrus Aurantium Dulcis (orange), extrait de fruit de Citrus Limon, extrait de fruit de Pyrus Malus (pomme), extrait de fruit de Vitis Vinifera (raisin), pentylène glycol, extrait de racine de Polygonum Cuspidatum , Scutellaria Extrait de racine de Baicalensis , myristate d'isopropyle , extrait de racine de Glycyrrhiza Glabra (réglisse), extrait de feuille de Camellia Sinensis, extrait de fleur de Chamomilla Recutita (Matricaria), extrait de feuille de Rosmarinus Officinalis (romarin) , collagène hydrolysé, extrait d'Aspalathus Linearis, extrait de résine de Commiphora Myrrha, Yucca Schidigera Extrait de racine, extrait de feuille de Perilla Frutescens",3,,,,,True,,,True,True,,,,,
9751265345877.0,2025-04-28T16:16:45+02:00,SKINFOOD,Sous Vide Mask sheet Lotus Root,P,2.9,,8809153102508,Masque en tissu tonique,Masque nourrissant qui restaure l'apparence jeune de la peau avec une émulsion sous vide contenant de l'extrait de racine de lotus.,Appliquer le masque sur une peau préalablement nettoyée et tonifiée. Ajustez le masque au visage et appuyez dessus pour qu'il adhère à la peau. Laissez agir 10 à 20 minutes. Retirez le masque et massez doucement la peau pour aider le produit restant à absorber. Vous pouvez également appliquer l'excédent de produit restant sur le masque sur la zone du cou.,22 gr,"Eau, Propanediol, Glycérine, Extrait de Fruit de Capsicum Annuum, 1,2-Hexanediol, Gomme Xanthane, Tréhalose, Butylène Glycol, Extrait de Racine de Zingiber Officinale (Gingembre), Extrait de Fruit de Schizandra Chinensis, Extrait de Racine de Glycyrrhiza Glabra (Réglisse), Extrait de Racine de Coptis Japonica, Extrait de Feuille de Camellia Sinensis, Hydroxyethylcellulose, Ethylhexylglycerin, Glycyrrhizate de Dipotassium, Phytate de Sodium, Laurate de Polyglyceryl-10, Myristate de Polyglyceryl-10, Dipropylène Glycol, Glycol Caprylyl, Hyaluronate de Sodium, Parfum.",5,,,True,,True,,,,,,,,,
9751265608021.0,2025-04-28T16:16:45+02:00,TIRTIR,Mask Fit Red Cushion - 40N Cinnamon,M,29.9,,8809928134925,Fond de teint coussin combinant maquillage et soin de la peau,"Le Mask Fit Red Cushion de TIRTIR est ainsi le choix parfait pour celles qui recherchent un maquillage léger mais couvrant, tout en offrant soin et protection à leur peau, le tout avec une protection solaire intégrée.","Tapotez légèrement l’éponge dans le cushion pour prélever une petite quantité de produit.
Appliquez en tapotant sur votre visage, en commençant par le centre et en étendant vers l’extérieur.
Superposez les couches si vous avez besoin de plus de couvrance ou de camoufler certaines imperfections.",,"Water, Cyclopentasiloxane, Titanium Dioxide (CI 77891), Dimethicone, Iron Oxides (CI 77492), Trimethylsiloxysilicate, Propanediol, Synthetic Fluorphlogopite, Diphenylsiloxy Phenyl Trimethicone, Niacinamide, PEG-10 Dimethicone, Iron Oxides (CI 77491), Iron Oxides (CI 77499), PEG/PPG-18/18 Dimethicone, 1,2-Hexanediol, Isododecane, Magnesium Sulfate, Triethoxycaprylylsilane, Stearic Acid, Alumina, Potassium Sorbate, Octyldodecanol, Aluminum Hydroxide, Disteardimonium Hectorite, Fragrance(Parfum), Adenosine, Trisodium Ethylenediamine Disuccinate, Polyglyceryl-4 Isostearate, Isopropyl Titanium Triisostearate, Polymethyl Methacrylate, Haematococcus Pluvialis Oil, Butylene Glycol, Glycerin, Dipropylene Glycol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Sodium Palmitoyl Proline, Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer, Polyhydroxystearic Acid, Hibiscus Sabdariffa Flower Extract, Astaxanthin, Neopentyl Glycol Diethylhexanoate, Rosa Rugosa Flower Extract, Pancratium Maritimum Extract, Nymphaea Alba Flower Extract, Propolis Extract",,,,,,,,,,,,,,,
